text,sentiment,char_counts,word_counts,avg_wordlength,stopwords_counts,hashtag_counts,mentions_counts,digits_counts,uppercase_counts
"Pharma Supply Chain and Security World (15-16 March) https://bit.ly/35jajdN. Tap into the latest #IoT, #AI and #ML & #Blockchain pharma innovations at the @corvusglobal event #ad #PSW #PharmaSecurityWorld #pharma #pharmaconference #SCM #supplychain
",Neutral,217,32,6.78125,6,11,1,6,4
"SAP leads Pharma #SupplyChain #Blockchain.. http://ari.ba/e11081812 via @sapindustries #LifeSciences
",Neutral,92,9,10.222222222222221,1,3,1,3,1
"We are proud to contribute to the French #blockchain and #healthcare community and share our work with an incredibly exciting and dynamic ecosystem. Thank you @pikciochainpkc and @KryptoSphere_ for hosting this meetup tonight at #WAIParis #pharma #supplychain #data
",Neutral,228,38,6.0,15,6,2,1,0
"Blockchain has the potential to bring enormous change to the supply chain industry. Nowhere is this more pronounced than in the pharmaceuticals. http://buff.ly/2D8SKin #blockchain #pharma #supplychain
",Neutral,175,26,6.730769230769231,11,3,0,5,0
"Blockchain applications in the pharmaceutical supply chain and the impact on M&A - Read Caron Dhillon's latest blog #blockchain #pharma #supplychain #manda - https://bit.ly/2CF0Tcv
",Neutral,157,24,6.541666666666667,5,4,0,3,1
"Thanks @IBMBlockchain team for including my post with @jwoods_57 on #productauthenticity in #SupplyChain solving issues in #food, in #pharma #counterfeitdrugs, in #conflictminerals adapted with an excerpt of our book #Enterprise #Blockchain Has Arrived
",Neutral,220,33,6.666666666666667,12,8,2,3,0
"""This technological breakthrough has now made it possible to quickly verify the #authenticity of products such as premium olive oil or #fair trade coffee, as well as the origin and processing of “conflict-free” minerals"" #blockchain #technology
",Neutral,209,36,5.805555555555555,16,4,0,1,0
"BUSINESSES are using #blockchain’s  key features to drive efficiency in existing business processes & enable new business models. http://buff.ly/2pgKVka @EverestGroup via @antgrasso #SmartContracts #DigitalTransformation #HealthTech #pharma #supplychain #IIoT
",Neutral,231,28,8.25,5,7,2,3,1
"I can see only one project which could be one of the #blockchain winners in next 4 year according to @ChainCouncil trends. $TRAC has already working product in #pharma #supplychain #crossbording trades.... more about it: https://origintrailexplained.info
",Neutral,219,36,6.083333333333333,18,4,1,4,2
"Multi-state pilot, approved by @US_FDA, will use #blockchain to better track specialty prescription drugs Link: https://fiercehealthcare.com/tech/university-health-system-wakemed-testing-blockchain-to-track-specialty-prescriptions… @HeatherLandi @FierceHealth @IU_Health #healthcare #IoT #IoMT #HealthIT #interoperability #pharma #PatientOutcomes #PatientSafety #SupplyChain
",Neutral,347,28,12.392857142857142,3,10,4,3,1
"The Center for Supply Chain Studies published a very comprehensive white paper on The Drug Supply Chain Security Act #DSCSA and #Blockchain for stakeholders in the #Pharmaceutical supply chain Download it here: https://c4scs.org/request-white-paper-blockchain-study-1… #Pharma #SupplyChain #DLT
",Neutral,259,36,7.194444444444445,9,6,0,3,2
"ACG #Inspection launches a new #blockchain-based solution that also features #ArtificialIntelligence (#AI) and #Internet of Things (#IoT), which would help pharma companies ensure tight monitoring of their packaged products through the entire #supplychain. https://buff.ly/31Eyspv
",Neutral,247,34,7.264705882352941,11,5,0,4,2
"Introducing a #blockchain -based 'smart' warehouse: a new way to improve the distribution of pharmaceuticals.
",Neutral,95,15,6.333333333333333,5,1,0,1,0
"Blockchain has the potential to bring enormous change to the supply chain industry. Nowhere is this more pronounced than in the pharmaceuticals. http://bit.ly/2QrLDnE #blockchain #pharma #supplychain
",Neutral,174,26,6.6923076923076925,11,3,0,4,0
"Artificial intelligence and blockchain are powerful individually, but combining the two may be the key to truly impactful big data analytics #AI #ArtificialIntelligence #Blockchain #Data #ML #machinelearning #SupplyChain #pharma #health #healthcare #EHR
",Neutral,222,32,6.9375,9,11,0,1,3
"#MediConnect is the only #blockchain solution intended to revolutionise the use of medication in the UK. It will provide traceability of drugs all the way through the #supplychain enabling the removal of false medicines within the Pharma system.
",Neutral,208,38,5.473684210526316,18,3,0,2,1
"Introducing the new Infosys #Blockchain Pharma #SupplyChain Solution that brings trust, transparency, and efficiency across the #valuechain. Know more. https://infy.com/3tUa3co
",Neutral,157,20,7.85,5,3,0,7,0
"There is a lot going on with #Blockchain in the Pharma #SupplyChain space, yet little attention is being placed on hospitals – hence starting with #IoT @jimsabogal #IoTSlam #IoTCommunity #strategy #Pharma #MedicalDevice #HealthIT #cloudcomputing #IoT #Blockchain
",Neutral,227,36,6.305555555555555,12,12,1,1,0
"I just wrote this blog about #blockchain for #supplychain. The TL;DR is - it's real, especially in food, agriculture and pharma. Oh, and there's even a mention of #QuantumComputing in this one.
",Neutral,162,32,5.0625,13,3,0,6,2
"The inefficiency n lack of transparency in #Supplychain, for #food or precious minerals or #pharma/#drugs and so on, not only increases costs to end customer but also raises health risks, hence, #blockchain presents one solution, but behavior modification as required, tech helps
",Neutral,238,42,5.666666666666667,15,4,0,6,0
"Head of pharma and life sciences Joanna Boag-Thomson details how #blockchain technology could improve collaboration and #supplychain management in the #healthcare and #lifesciences industry.
",Neutral,167,24,6.958333333333333,8,4,0,1,0
"Covid19 brought visibility to long-festering problems in the medical supply chain—yet #blockchain gives hope. Check out my article in @HarvardBiz to see how #pharma is making inroads for truth in the #SupplyChain.
",Neutral,182,32,5.6875,13,3,1,3,0
"Yesterday @TraceLink announced a #blockchain pharma pilot. Last month the @US_FDA announced a pilot program for the #pharma industry to help to trace #drugs. Everyone in the pharma #SupplyChain needs to comply with the DCSCA legislation by 2023
",Neutral,207,38,5.447368421052632,13,4,2,3,2
"Many experts think that #PatientSafety, enhanced drug surveillance, & the integrity of drug #SupplyChain will be secured by #blockchain. #HealthTech #Data #Pharma #EmergingTech #Interoperability #Technology #Tech #Innovation https://lnkd.in/eJQVe6d
",Neutral,221,28,7.892857142857143,6,11,0,5,0
"Robert A. Musiala Jr., Esq., CFCS will present ""Blockchain for Enterprise: Legal and Business Issues,"" which focuses on the food, cobalt and pharma supply chains at the virtual Trufflecon Blockchain Developer Conference. #blockchain #supplychain
",Neutral,212,34,6.235294117647059,9,2,0,6,2
"Pfizer Inc., has joined with MediLedger Project Contracting and Chargebacks working group to find a blockchain-based solution to the inefficiencies found within the industry’s supply chain pricing and eligibility contracts.
",Neutral,194,30,6.466666666666667,10,0,0,2,0
"Ready to explore the benefits of blockchain app development? Our ultimate blog on Blockchain’s Impact on Healthcare with the knowledge of blockchain to thrive in the healthcare industry. #healthcare #healthMobileApps #blockchain Read more: https://appikr.com/blog/blockchain-impact-on-healthcare-comprehensive-guide/
",Neutral,283,34,8.323529411764707,11,3,0,2,0
"Those who claim blockchain is only suitable for the financial sector have a limited view. Its immutability, transparency, and traceability are essential for many sectors, among which healthcare stands out. Rt @antgrasso #blockchain #healthcare
",Neutral,210,34,6.176470588235294,13,2,1,5,0
"Blockchain addresses five major healthcare pain points.
",Neutral,49,7,7.0,1,0,0,1,0
"Blockchain technology can transform healthcare by placing patients at the center of the healthcare ecosystem and improving healthcare data security, privacy, and interoperability. Source @techmenttech Link http://bit.ly/3fH4h9l rt @antgrasso #HealthTech #blockchain #Healthcare
",Neutral,246,32,7.6875,8,3,2,7,0
"We aim to develop an #application-based smart #healthcare #blockchain service that enhances user convenience based on #bio #data.
",Neutral,112,18,6.222222222222222,4,5,0,1,0
"Decentralization eliminates the possibility of a single point of failure by preventing any one entity from controlling the whole network. #decentralization #blockchain #wealth #healthcare
",Neutral,164,24,6.833333333333333,10,4,0,1,0
"Immutability, transparency, and traceability are essential for many sectors, among which healthcare stands out. Those who claim blockchain is only suitable for the financial sector have a limited view. #Blockchain #Healthcare #Transparency
",Neutral,208,32,6.5,13,3,0,5,0
"Bitcoin, More than Money: While Bitcoin is a digital currency, its underlying #blockchain technology has far-reaching implications across industries. Let's dive into how it's revolutionizing sectors like #healthcare, supply chain management, and beyond. 
",Neutral,221,33,6.696969696969697,9,2,0,6,0
"Thanks to http://jsb-solutions.com for meeting with us and discussing #blockchain opportunities within the pharma #SupplyChain, among others!
",Neutral,125,17,7.352941176470588,8,2,0,2,0
"Check out the article: How blockchain technology is here to revolutionise the Pharmaceutical industry. https://medium.com/@krypcblockchain/evolving-pharmaceutical-industry-with-blockchain-technology-f0fe0a2d147… #pharma #supplychain #blockchaintechnology #blockchain #healthcare #digitalhealth #medtech #technology #web3solutions #web3  
",Neutral,311,25,12.44,6,10,0,8,0
"How #Technology is transforming the Pharma #SupplyChain #Pharma supply chain has always been recalled as the most complicated and strained network amongst all By @AbhrasnataDas, Correspondent, #IndiaPharmaOutlook Read More: https://cutt.ly/UHwsl6h #Blockchain #Datascience
",Neutral,241,32,7.53125,11,6,1,4,0
"Blockchain applications in the pharmaceutical supply chain and the impact on M&A - Read Caron Dhillon's latest blog #blockchain #pharma #supplychain #manda 
",Neutral,134,22,6.090909090909091,5,4,0,0,1
"There is a lot going on with #Blockchain in the Pharma #SupplyChain space, yet little attention is being placed on hospitals – hence starting with #IoT @jimsabogal #IoTSlam #IoTCommunity #strategy #Pharma #MedicalDevice #HealthIT #cloudcomputing #IoT #Blockchain
",Neutral,227,36,6.305555555555555,12,12,1,1,0
"#Pharma #supplychain leaders: how well managed is your #data? Are you ready for the '#Blockchain Revolution'? We take a look at the facts in our latest blog: http://ow.ly/gw5g30jzwiu
",Neutral,155,28,5.535714285714286,13,3,0,3,0
"A #Blockchain protocol discovered by a researcher at Portland University could prevent #counterfeit #pharmaceutical sales : https://sciencedaily.com/releases/2019/04/190415154651.htm… @ScienceDaily #pharma #supplychain
",Neutral,199,20,9.95,4,5,1,4,1
" $AMB Ambrosus on the right track Top 10 Logistics Industry Trends & Innovations: 2020 & Beyond Belizean #startup Ambrosus builds a #Blockchain-based end-to-end #IoT network for the food and pharma #supplychain sectors. #cryptocurrency #Crypto #altcoin
",Neutral,217,35,6.2,6,7,0,3,1
"MyHealthVerse will accumulate #biomarkers and synthetic data and analyze using #AI before they get converted to #NFTs and made available to #pharma and #biotech companies.  #blockchain #blockchainhealth
",Neutral,175,27,6.481481481481482,12,7,0,1,1
"Blockchain technology allows healthcare providers to securely store and share patient data, including medical records and test results #blockchain #digitalhealth #pharma #enterpriseblockchain #gyanconsulting
",Neutral,185,23,8.043478260869565,3,5,0,1,0
"Jane Lyons, Country Manager of PharmaLex Ireland, shares her insights on the top trends that will shape the sector this year, from the adoption of #AI to #blockchain technology and advancements in #DigitalHealth. Very worth reading. #Pharma
",Neutral,204,37,5.513513513513513,15,4,0,5,1
"We’ve all come to recognize the rise and fall pattern of major trends that take hold in our world, as well as those that stick around. In this blog post, we delve into the Web3 and blockchain-related tech that will last in the space: https://hubs.la/Q01DFDCR0 #Blockchain #Pharma
",Neutral,233,47,4.957446808510638,24,2,0,7,0
"In this article we tell how PharmaTrace smart contracts will change the pharma business. Please contact us to know the details of our solutions. #blockchain #pharmatrace #supplychain #smartcontracts #pharma #pharmaceuticalindustry
",Neutral,201,30,6.7,10,6,0,2,0
"#Data integrity issues have plagued the #pharma industry since its inception. #Blockchain, with its potential to assist in processes from product serialization to data flow tracking, could be the best solution yet. https://medtechintelligence.com/column/blockchain-can-solve-pharmas-costly-data-integrity-problem/… #BigData #Analytics #TechnologyNews
",Neutral,315,36,8.75,13,6,0,5,0
"""@PharmaLedger: Blockchain-Enabled Healthcare- Privacy-Enhancement https://youtu.be/XwIB03uEgQE via @YouTube #blockchain #privacy #identity #pharma #ConV2X #BHTY #blockchainevnt #sympsoium
",Neutral,174,15,11.6,1,8,1,3,1
"#Blockchain and other Web 3.0 technologies promise to create new therapeutic experiences while honoring the privacy of patient data. But, shared industry standards are necessary for reaching this potential. #Pharma https://tiny-link.io/6ki0AmzcOTayrhEzdGMu
",Neutral,226,31,7.290322580645161,9,2,0,7,0
"#Blockchain could rid #pharma #supplychains of counterfeit, improperly stored, and expired drugs. And it could also seriously improve overall contemporary #healthcare, and some companies are already moving towards it. https://fcegroup.ch/n/bt
",Neutral,213,30,7.1,11,4,0,6,0
"The Influence of Blockchain Technologies in the Healthcare Industry http://ow.ly/Ehvp50MJ1vM #Pharma #Blockchain #Technology #Healthcare
",Neutral,123,14,8.785714285714286,3,4,0,3,0
"#Blockchain offers a powerful solution to the global counterfeit drug problem, providing transparency and security to #Pharma companies' #SupplyChains and helping to reduce drug abuse. It has the potential to revolutionize the industry. https://tiny-link.io/M3oV9AvbkNSSz03ngXBo
",Neutral,245,34,7.205882352941177,11,3,0,7,0
"Our Co-founder & CEO, Mr. Jitesh Shetty will address an audience at the 72nd Indian Pharmaceutical Congress (IPC), Nagpur about Blockchain Technology in Pharmaceutical Sciences & Drug Discovery Process. #IndianPharmaceuticalCongress #IPC #pharmaceutical #Pharma #blockchain
",Neutral,240,34,7.0588235294117645,6,5,0,5,3
"TwitterTweet :Blockchain has been around in the #banking, #finance and #pharma industries for some time now. However, for #healthcare, it holds the potential to solve long-standing challenges of the complex workflows within organizations.  
",Neutral,206,33,6.242424242424242,15,4,0,5,0
"TwitterTweet :#Pharma is a $2T industry with a lot at stake in managing the #SupplyChain. #Blockchain can provide transparency, enhanced traceability, and improved quality control to ensure drugs remain safe and effective.
",Neutral,191,32,5.96875,11,2,0,5,1
"#ATMPs and #blockchain technology represent two of the most promising current developments in the #pharma and #technology sectors. The article by our lawyers considers the potential benefits blockchain technology may have in the ATMP supply chain. https://bit.ly/3QXwl9W
",Neutral,234,37,6.324324324324325,15,4,0,5,1
"TwitterTweet :Modern pharma supply chain systems are complicated. Learn more about how a blockchain-based framework can be utilized to enhance transparency and safety. #pharma #manufacturing #supplychain #blockchain #smartcontracts https://bit.ly/3wcUtf4
",Neutral,226,29,7.793103448275862,9,5,0,5,0
"#Pharma is a $2T industry with a lot at stake in managing the #SupplyChain. #Blockchain can provide transparency, enhanced traceability, and improved quality control to ensure drugs remain safe and effective. https://link-shortener.io/Mp1bXBcDmHCqItVUC8HT
",Neutral,224,32,7.0,11,3,0,8,1
"Many Pharma companies have already started on their digital transformation journeys with cybersecurity initiatives and adopting new technologies such as additive manufacturing, robotics, analytics, and mobility. #pharma #digitaltransformation #ai #blockchain #digitalhealth
",Neutral,243,31,7.838709677419355,9,5,0,4,0
"#StratesysPapers #Trends #2023 #Pharma @CincoDiascom publica las principales conclusiones del estudio recientemente elaborado por el equipo de expertos de @stratesys en la industria #LifeScences  https://lnkd.in/dY7aqdCv - #ArtificialIntelligence #MachineLearning #Blockchain
",Neutral,246,29,8.482758620689655,0,8,2,3,0
"TwitterTweet :How #privacy and #technology literacy can coexist behind a #blockchain-based approach to patient #dataanalytics and controlVishal Singal and Siddhartha Tomar of @Axtria 
",Neutral,160,23,6.956521739130435,8,4,1,0,0
"TwitterTweet :In recent years, interest in #Blockchain distributed ledger technology has crescendoed & crashed. Boosters of the technology proclaimed that it could revolutionize everything from the #Pharma/#Biotech #SupplyChain to business contracts. 
",Neutral,220,31,7.096774193548387,11,3,0,3,0
"#blockchain accelerates drug development and streamlines the #clinicaltrial processes due to its potential to improve interoperability and enhance data sharing. Learn More: https://bit.ly/3VbIQPC
",Neutral,173,23,7.521739130434782,7,2,0,3,0
"How #privacy and #technology literacy can coexist behind a #blockchain-based approach to patient #dataanalytics and controlVishal Singal and Siddhartha Tomar of @Axtria http://ow.ly/puA650M2wxi #pharma #pharmaceutical #patientdata
",Neutral,205,26,7.884615384615385,8,7,1,3,0
"TwitterTweet :As the biologics industry continues to grow, biopharmaceutical companies are evaluating continuous processing as a means of improving efficiency. Below are some factors to consider. #biopharma #blockchain #biopharmaceutical #pharma #lifesciences #disruption #pharmaceutical
",Neutral,255,33,7.7272727272727275,9,7,0,3,0
"Innovative #blockchain based systems can help #pharma companies track drugs in transit and ensure they're stored correctly, addressing #SupplyChain vulnerabilities. Do you think such a solution is coming any time soon? #iworkforComcast http://short-url.us/gABEiklrL9nEnObeCFot
",Neutral,244,33,7.393939393939394,8,4,0,4,0
"Check out the article: How blockchain technology is here to revolutionise the Pharmaceutical industry. https://medium.com/@krypcblockchain/evolving-pharmaceutical-industry-with-blockchain-technology-f0fe0a2d147… #pharma #supplychain #blockchaintechnology #blockchain #healthcare #digitalhealth #medtech #technology #web3solutions #web3  
",Neutral,311,25,12.44,6,10,0,8,0
"Innovative #blockchain based systems can help #pharma companies track drugs in transit and ensure they're stored correctly, addressing #SupplyChain vulnerabilities. Do you think such a solution is coming any time soon?
",Neutral,188,31,6.064516129032258,8,3,0,2,0
"AI and digital healthcare are prime examples of growth trends setting up life sciences for long-term sustainability. Here are the best lifesciences trends to consider. #digitalhealthcare #telehealth #LifeSciences #lifescienceindustry #clinicaltrials #pharma #tech #blockchain
",Neutral,243,33,7.363636363636363,8,8,0,2,1
"Here are five ways for the Life Sciences industry helping to streamline the entire process from research to approval and delivery of the therapies that patients so desperately need. #blockchain #lifesciences #lifescience #healthcare #biotechnology #biology #pharma #biopharma
",Neutral,239,37,6.45945945945946,13,8,0,1,0
"These top technologies make healthcare more effective and efficient, improving patient and provider experiences. #pharma #AI #machinelearning #blockchain #emergingtechnologies #biotechnology #geneediting
",Neutral,183,21,8.714285714285714,5,7,0,2,1
"Are blockchain solutions currently offering value in the pharmaceutical space? Let us know in the comments http://bit.ly/3ToK0WY #blockchain #pharmaindustry #biotech #industry40 #pharmaceutical #pharma #gxp
",Neutral,183,24,7.625,5,7,0,4,0
"Talk about the biggest disruption in the world of technology; Blockchain and NFT-what potential they hold for the Pharma industry; how DigiTrends is gearing decentralization of the Pharma Industry. Read here: https://bit.ly/3B0YmXi #nft #blockchain #pharma #technology
",Neutral,233,36,6.472222222222222,13,4,0,4,0
"#Blockchain can transform #pharma by helping find the right people for a medical trial faster. Blockchain can help bring some of the data integrity, accessibility, security, privacy, and interoperability needed by pharma. Read more: http://ow.ly/PJsl50LOxIP
",Neutral,223,35,6.371428571428571,11,2,0,8,0
"Interested in learning more about blockchain within Manufacturing? Read our latest article on the intersection of manufacturing and blockchain http://bit.ly/3NR6U8t #blockchain #pharmaindustry #biotech #industry40 #pharmaceutical #pharma #gxp
",Neutral,216,27,8.0,9,7,0,5,0
"#Pharma #AI #MachineLearning #Blockchain - Nuestros expertos de 'LifeSciences & Chemical' comparten esta semana un interesante 'paper' en el que radiografían algunas tecnologías con mayor impacto en la transformación digital del sector farmacéutico
",Neutral,216,33,6.545454545454546,0,4,0,0,1
"Traceability and security are essential elements of the #pharma #SupplyChain. #Blockchain offers both, but it's not the only solution. Has your enterprise invested in blockchain as a solution for ongoing fulfillment woes? https://tinyurl.com/2h9sxo5j
",Neutral,218,33,6.606060606060606,13,3,0,7,0
"6 out of 10 Pharma Companies are preparing for Blockchain Adoption. Is your company on the list? http://bit.ly/3G3UQ1z #blockchain #pharmaindustry #biotech #industry40 #pharmaceutical #pharma #gxp
",Neutral,172,25,6.88,7,7,0,8,0
"#Blockchain can transform #pharma by helping to manage & access drug trial data for research purposes. Blockchain in healthcare helps pharma create auditable, unalterable, and distributed databases for storing and accessing drug trial data.
",Neutral,207,34,6.088235294117647,8,2,0,4,0
"A closer look at why #blockchain is the next #pharma focus, an #innovation that addresses #supplychain vulnerabilities with a collaborative blockchain-based system that keeps track of #drugs in transit and ensures correct storage.
",Neutral,198,33,6.0,13,5,0,2,1
"#Blockchain can transform #pharma by imporving the drug supply chain. By enabling complete visibility & transparency throughout the drug supply chain, blockchain allows tracking of drugs to their point of origin & eliminates falsified medication.
",Neutral,212,35,6.057142857142857,9,2,0,3,0
"Exploring why #blockchain is the next big focus for big #pharma, addressing #supplychain vulnerabilities with an innovative, collaborative blockchain-based system that keeps track of #drugs in transit and ensures they're correctly stored.
",Neutral,207,32,6.46875,11,4,0,3,0
"A closer look at why #blockchain is the next #pharma focus, an #innovation that addresses #supplychain vulnerabilities with a collaborative blockchain-based system that keeps track of #drugs in transit and ensures correct storage.
",Neutral,198,33,6.0,13,5,0,2,1
"Want to minimize your #supplychain risks and ensure patient safety? Take a quick tour with @Oracle to see how #pharma companies can gain multi-tier visibility across their supply chains to quickly detect and resolve issues. https://hubs.ly/Q024t3Fj0 #USPharma23 #blockchain
",Neutral,236,38,6.2105263157894735,13,4,1,6,0
"Blockchain technology is revolutionizing the pharmaceutical supply chain, ensuring transparency, traceability, and accountability. Discover how it's transforming the industry. https://bit.ly/3XKMhQb #Blockchain #Pharma #SupplyChain #Technology #Industry40 #TrackAndTrace
",Neutral,245,26,9.423076923076923,5,6,0,8,0
"Exciting news! #ServBlock's CEO, John Ward, shares insights on revolutionizing the Pharma Supply Chain with #Blockchain, Digitalization, & Collaboration in an interview with Pharma Focus Asia. Must-read for #pharma managers Link Below #HealthTech #SupplyChainInnovation
",Neutral,236,34,6.9411764705882355,7,5,0,5,1
"""Hey everyone! Guess what? #Blockchain is here to the rescue! Is it possible that this technology can also solve pharmas supply management woes? Let's find out together and share your thoughts using the hashtag! #supplymanagement #pharma #innovation #likeandretweet""
",Neutral,229,38,6.026315789473684,15,5,0,0,0
"The use of blockchain in the pharmaceutical industry ensures that the supply chain is more secure and transparent. #Pharma #Blockchain
",Neutral,115,20,5.75,8,2,0,1,0
"How PharmaTrace helps pharma companies to avoid drug shortages and address key barriers that may impede patient access to medical treatment. #pharma #pharmatrace #blockchain #healthtech #drugshortages #smartcontracts #patientsafety
",Neutral,204,28,7.285714285714286,5,7,0,1,0
"Today we look at personalization of medicine / treatment doses & safety with NFC authentication chips, blockchain custody with NFT and value adding digital features - https://qliktag.com/hybrid-product-ideas-with-qliktag-personalized-medicine-with-nfc-blockchain-authentication/… #healthcare #pharma #medicine #web3   #blockchain #nft #personalizedmedicine #nfc
",Neutral,325,35,9.285714285714286,6,8,0,3,2
"Blockchain technology can transform the entire lifecylce of drugs ranging from early stage discovery to their disposal. #pharma #blockchain #drugdiscovery #drugdevelopmentdrug #manufacturing #distribution https://bit.ly/4063sLq
",Neutral,204,24,8.5,6,6,0,3,0
"6. Blockchain This technology provides a unified, secure, transparent, and efficient supply chain management system for pharmaceutical companies to govern their complex supply chain across the globe. #BlockChain #Pharma #SupplyChain #Security
",Neutral,212,31,6.838709677419355,7,4,0,5,0
"Libby's (@nestle) adoption of #blockchain exemplifies a decades-long partnership with their farmers - one based on trust and transparency. @IBM Food Trust enables the source tracking of ingredients, affording transparency into #foodsafety and sustainable production.
",Neutral,232,35,6.628571428571429,11,2,1,3,1
"In partnership with @compassgroupusa and @NestleUSA, @IBM Global Real Estate is leveraging IBM Food Trust™ #blockchain technology to bring a “pumpkin-inspired” food transparency pilot initiative to IBM employees this U.S. holiday season: https://ibm.biz/BdM5Cj
",Neutral,228,33,6.909090909090909,7,1,3,5,4
"Food safety experts @FrankYiannasFDA and Andy Kennedy to discuss the immediate need for food companies to securely capture and process food #traceability data required by the @FDA – #FSMA204. Learn from the experts. Stay Compliant. Register here: https://ibm.co/46mKLXG
",Neutral,232,38,6.105263157894737,10,2,2,5,2
"Supply chain technologist Wiggs Civitillo outlines how the recently announced offering between @IBM and @iFoodDS – FoodDS Trace Exchange with IBM Food Trust – can be applied to reduce food waste and improve #foodsafety through traceability data: https://ibm.biz/BdMLTN
",Neutral,231,38,6.078947368421052,10,1,2,1,2
"TwitterTweet :#Supplychain control towers, #blockchain, and order management #virtualassistants are key to supply chain operations transformation in #pharma, as are supply chain planning platforms and #sourcing #analytics...
",Neutral,198,27,7.333333333333333,7,5,0,4,0
"Enhanced Drug Supply Chain Visibility - The effective use of #blockchain in the drug #supplychain ensures an auditable trail to safeguard drug provenance. Learn More: https://bit.ly/3Xkguno #pharma #lifesciences #drugsafety
",Neutral,195,29,6.724137931034483,5,5,0,3,0
"Our key speaker Alexandru POPA, Associate Director, #Blockchain for #Pharma #SupplyChain, #MSD virtually presenting about How MSD is fighting the fakes with #blockchain #technology in 11th #Pharma #AntiCounterfeiting & #Serialisation 2023 https://bit.ly/3T3EuZU
",Neutral,230,32,7.1875,6,9,0,8,3
"#Blockchain's key features, including immutability, distributed nature, and transparency provide the #pharma companies a more reliable way to add governance within the supply chain and ensure patient safety and compliance. https://bit.ly/3CxrSBM #lifesciences #supplychain #HCTI
",Neutral,245,34,7.205882352941177,9,5,0,6,1
"Enhanced Drug Supply Chain Visibility - The effective use of blockchain in the drug supply chain ensures an auditable trail to safeguard drug provenance. Learn More: https://bit.ly/3CxrSBM #blockchain #pharma #lifesciences #supplychain #drugsafety #HCTI
",Neutral,221,33,6.696969696969697,5,6,0,3,1
"What is the biggest benefit of using #blockchain in the #pharma industry? Jeffery Denton, VP of Global Secure #SupplyChain at AmerisourceBergen, provides insight in our industry Q&A. http://ow.ly/80UP30rWOX1 @Healthcare_ABC
",Neutral,195,29,6.724137931034483,10,3,1,7,2
"How #ArtificialIntelligence and #Blockchain Can Execute Vaccine Allocations for Countries in Need by @joshinav @BBNTimes_en via @Ronald_vanLoon Read more: http://buff.ly/3DyYSLX #ML #AI #COVID19 #HealthTech #DL #healthtech #digitalhealth #supplychain #Pharmaceutical #pharma
",Neutral,245,30,8.166666666666666,5,12,3,3,4
"The UK is set to create its first digital supply chain for the pharmaceutical sector, backed by the government, @UKRI_News & key industry players including @FarmaTrust @Siemens @GSK & @AstraZeneca http://ow.ly/y6pF50G2dHz #supplychain #pharma #healthcare #blockchain
",Neutral,232,35,6.628571428571429,8,4,5,6,2
"Healthcare Triangle launches a new plug-and-play Blockchain solution – Blockedge. It helps pharma companies bring drugs to market faster, at lower cost, and more @HCTriangle #Blockchain #Healthcare #Pharma #SupplyChain
",Neutral,190,29,6.551724137931035,5,4,1,3,0
"The pharma blockchain holds the potential to enhance security, integrity, data provenance, and the functionality of the supply chains with its transparent, immutable and auditable nature. #koolex #blockchain #transparent #supplychain #pharma #pharmadistribution #servicetonation
",Neutral,246,33,7.454545454545454,9,7,0,5,0
"#Pharma industry investments in #blockchain decreased in 2020 as organizations shifted priorities during #COVID19 pandemic: https://globaldata.com/pharma-industry-investments-blockchain-decreased-2020-organizations-shifted-priorities-covid-19-pandemic-says-globaldata/… #DigitalTransformation #SupplyChain #emergingtechnologies #technology #TechInvestment
",Neutral,335,21,15.952380952380953,4,8,0,5,1
"Technologies like artificial intelligence, automation, collaboration tools and blockchain can help build trust and ensure safety throughout the supply chain. #supplychain #pharma #COVID19 #blockchain
",Positive,176,24,7.333333333333333,5,4,0,4,1
"#Blockchain -Based Systems To Combat Fake Covid-19 Vaccines http://ow.ly/DjHh50EcrUp #healthcare #supplychain #pharma
",Neutral,106,12,8.833333333333334,0,4,0,3,0
"I second that Nick! And I think the pandemic experience has accelerated this - have had a surge of interest & questions around #blockchain across a wider range of use cases, especially #pharma & #supplychain #CloudTweetChat #CloudComputing
",Neutral,203,37,5.486486486486487,12,5,0,1,2
"Officials warn of fake covid-19 #vaccines The only way is to make the #supplychain airtight to eliminate #counterfeitdrugs penetration into global legitimate medicine supply chains Join us Virtually https://lnkd.in/g49FXph #PSW #Pharma #serialization #traceability #IP #Blockchain
",Neutral,246,35,7.0285714285714285,9,9,0,3,2
"This whole thread is so incredibly disheartening. I think there is a real use case here for #blockchain ledger tech for the #pharma #supplychain to give some visibility and responsibility to all parties involved. #MicrosoftBlockchain #MSFTBlockchain
",Neutral,214,36,5.944444444444445,16,5,0,2,1
"Everyone is talking about, we are already using it: #BlockChain technology secures quality relevant data of #GDPcompliant TempChains. https://bit.ly/2Dzi6q3 #BlockchainTechnology #logistics #supplychain #lifescience #pharma #datasecurity
",Neutral,213,25,8.52,6,8,0,6,0
"Isn't it time to reimagine how you run your business - how an open / trusted /collaborative commercial platform powered by #Blockchain can provide more value to your customers? Think new & improved - think #DLT http://bit.ly/2Az6cLa #innovation #disruption #SupplyChain #Pharma
",Neutral,237,41,5.780487804878049,12,6,0,3,1
